author,year,journal,title,url,search_term,site
Ager Gondra,2016,Lingua,"Head external analysis, head raising analysis or matching analysis? Let's ask experimental syntax",https://doi.org/10.1016/j.lingua.2016.03.003,grammaticality judgement; grammaticality judgment; sentence judgement; sentence judgment; syntactic judgement ; syntactic judgment,KB+JISC Collections Elsevier (1995-2023)
Sandra Villata; Luigi Rizzi; Julie Franck,2016,Lingua,Intervention effects and Relativized Minimality: New experimental evidence from graded judgments,https://doi.org/10.1016/j.lingua.2016.03.004,Likert scale; acceptability judgement; acceptability judgment; acceptability rating; grammaticality judgement; grammaticality judgment; grammaticality rating; naturalness judgement; naturalness judgment; naturalness rating; naïve rating; sentence judgement; sentence judgment; syntactic judgement ; syntactic judgment,KB+JISC Collections Elsevier (1995-2023)
Zuxuan Qin; San Duanmu,2017,Lingua,A judgment study of word-length preferences in Chinese NN compounds,https://doi.org/10.1016/j.lingua.2017.06.012,acceptability judgement; acceptability judgment; acceptability rating; intuitive judgement; intuitive judgment; linguistic intuition judgement; linguistic intuition judgment; linguistic intuition rating; naturalness judgement; naturalness judgment; naturalness rating; sentence judgement; sentence judgment; syntactic judgement ; syntactic judgment,KB+JISC Collections Elsevier (1995-2023)
Tim Graf; Markus Philipp; Beatrice Primus,2017,Lingua,The interaction between telicity and agentivity: Experimental evidence from intransitive verbs in German and Chinese,https://doi.org/10.1016/j.lingua.2017.08.006,acceptability judgement; acceptability judgment; acceptability rating; grammaticality judgement; grammaticality judgment; grammaticality rating; meta-linguistic judgement; meta-linguistic judgment; meta-linguistic rating; ordinal ratings; sentence judgement; sentence judgment; syntactic judgement ; syntactic judgment,KB+JISC Collections Elsevier (1995-2023)
David J. Townsend,2018,Lingua,Stage salience and situational likelihood in the formation of situation models during sentence comprehension,https://doi.org/10.1016/j.lingua.2018.01.002,acceptability judgement; acceptability judgment; acceptability rating; naïve rating; sentence judgement; sentence judgment; syntactic judgement ; syntactic judgment,KB+JISC Collections Elsevier (1995-2023)
Michael Richter; Roeland Van Hout,2018,Lingua,Aspectual coercion of telic verbs and atelic adverbials in German: Acceptability judgments on sentences with conflicting aspectual information by native speakers,https://doi.org/10.1016/j.lingua.2018.08.004,acceptability judgement; acceptability judgment; acceptability rating; grammaticality judgement; grammaticality judgment; grammaticality rating; intuitive judgement; intuitive judgment; sentence judgement; sentence judgment,KB+JISC Collections Elsevier (1995-2023)
Zuxuan Qin; San Duanmu,2019,Lingua,An acceptability judgment study of 1+1 NN compounds in Chinese,https://doi.org/10.1016/j.lingua.2019.02.004,acceptability judgement; acceptability judgment; acceptability rating; grammaticality judgement; grammaticality judgment; grammaticality rating; naturalness judgement; naturalness judgment; naturalness rating; syntactic judgement ; syntactic judgment,KB+JISC Collections Elsevier (1995-2023)
Ekab Al-Shawashreh; Marwan Jarrah; Mutasim Al-Deaibes,2019,Lingua,A prosodic account of wh-formation in Jordanian Arabic,https://doi.org/10.1016/j.lingua.2019.102741,acceptability judgement; acceptability judgment; grammaticality judgement; grammaticality judgment; sentence judgement; sentence judgment; syntactic judgement ; syntactic judgment,KB+JISC Collections Elsevier (1995-2023)
Abdelkader Hermas,2020,Lingua,Lexical semantics in advanced second language French: The acquisition of genericity,https://doi.org/10.1016/j.lingua.2019.102761,acceptability judgement; acceptability judgment; acceptability rating; grammaticality judgement; grammaticality judgment; grammaticality rating; ordinal ratings; sentence judgement; sentence judgment; syntactic judgement ; syntactic judgment,KB+JISC Collections Elsevier (1995-2023)
Heng Li,2020,Lingua,Will it really happen? Disambiguating of the hypothetical and real “Next Wednesday's meeting” question in Mandarin speakers,https://doi.org/10.1016/j.lingua.2020.102806,Likert scale; acceptability judgement; acceptability judgment; sentence judgement; sentence judgment,KB+JISC Collections Elsevier (1995-2023)
Héctor Ramírez-Cruz,2020,Lingua,Expressing uncontrolledness in narratives of accidental events: A comparison between native and non-native speakers of Spanish,https://doi.org/10.1016/j.lingua.2020.102848,Likert scale; acceptability judgement; acceptability judgment; grammaticality judgement; grammaticality judgment; sentence judgement; sentence judgment; syntactic judgement ; syntactic judgment,KB+JISC Collections Elsevier (1995-2023)
Aslı Gürer,2020,Lingua,Karachay–Balkar relative clauses: Implications for a special type of genitive/nominative alternation,https://doi.org/10.1016/j.lingua.2020.102875,acceptability judgement; acceptability judgment; grammaticality judgement; grammaticality judgment; sentence judgement; sentence judgment; syntactic judgement ; syntactic judgment,KB+JISC Collections Elsevier (1995-2023)
Matteo Greco; Paolo Lorusso; Andrea Moro,2020,Lingua,Asymmetries in nominal copular sentences: Psycholinguistic evidence in favor of the raising analysis,https://doi.org/10.1016/j.lingua.2020.102926,Likert scale; acceptability judgement; acceptability judgment; grammaticality judgement; grammaticality judgment; linguistic intuition judgement; linguistic intuition judgment; sentence judgement; sentence judgment; syntactic judgement ; syntactic judgment,KB+JISC Collections Elsevier (1995-2023)
Arayik Hayriyan,2020,Lingua,Deverbal nominals possess no internal VP structure,https://doi.org/10.1016/j.lingua.2020.102927,acceptability judgement; acceptability judgment; grammaticality judgement; grammaticality judgment; sentence judgement; sentence judgment; syntactic judgement ; syntactic judgment,KB+JISC Collections Elsevier (1995-2023)
Wojciech Lewandowski; Jaume Mateu,2020,Lingua,Motion events again: Delimiting constructional patterns,https://doi.org/10.1016/j.lingua.2020.102956,Likert scale; acceptability judgement; acceptability judgment; acceptability rating; grammaticality judgement; grammaticality judgment; grammaticality rating; intuitive judgement; intuitive judgment; linguistic intuition judgement; linguistic intuition judgment; linguistic intuition rating; sentence judgement; sentence judgment; syntactic judgement ; syntactic judgment,KB+JISC Collections Elsevier (1995-2023)
Ying Liu; Wenlei Shi,2021,Lingua,"Verum shi, sentence-final de and the emphatic effects in Mandarin",https://doi.org/10.1016/j.lingua.2021.103186,acceptability judgement; acceptability judgment; acceptability rating; grammaticality judgement; grammaticality judgment; grammaticality rating; intuitive judgement; intuitive judgment; linguistic intuition judgement; linguistic intuition judgment; linguistic intuition rating; meta-linguistic judgement; meta-linguistic judgment; meta-linguistic rating; sentence judgement; sentence judgment; syntactic judgement ; syntactic judgment,KB+JISC Collections Elsevier (1995-2023)
Eman Al Khalaf; Bassil Mashaqba,2022,Lingua,Semantic scope in Q-float constructions: An experimental investigation,https://doi.org/10.1016/j.lingua.2022.103457,acceptability judgement; acceptability judgment; grammaticality judgement; grammaticality judgment; sentence judgement; sentence judgment; syntactic judgement ; syntactic judgment,KB+JISC Collections Elsevier (1995-2023)
Aysun Kunduracı,2023,Lingua,Bound productivity in stem-formation and categorial separation,https://doi.org/10.1016/j.lingua.2023.103597,acceptability judgement; acceptability judgment; grammaticality judgement; grammaticality judgment; syntactic judgement ; syntactic judgment,KB+JISC Collections Elsevier (1995-2023)
Nicholas Sobin,2002,JoLinguistics,"The Comp-Trace Effect, the Adverb Effect and Minimal CP",http://www.jstor.org/stable/4176763,acceptability judgment; intuitive judgment; naturalness judgment; sentence judgment; syntactic judgment,JSTOR (1993-2018)
Joseph Shimron; Iris Berent,2003,JoLinguistics,Co-Occurrence Restrictions on Identical Consonants in the Hebrew Lexicon: Are They Due to Similarity?,http://www.jstor.org/stable/4176788,acceptability judgment; acceptability rating,JSTOR (1993-2018)
Antonella Sorace Frank Keller,2003,JoLinguistics,Gradient Auxiliary Selection and Impersonal Passivization in German: An Experimental Investigation,http://www.jstor.org/stable/4176789,acceptability judgment; grammaticality judgment; intuitive judgment; linguistic intuition judgment; magnitude estimation; sentence judgment; syntactic judgment,JSTOR (1993-2018)
Jana Häussler; Markus Bader,2010,JoLinguistics,Toward a model of grammaticality judgments,http://www.jstor.org/stable/40731815,acceptability judgment; acceptability rating; grammaticality judgment; grammaticality rating ; magnitude estimation; naïve rating; sentence judgment; syntactic judgment,JSTOR (1993-2018)
Diogo Almeida; Jon Sprouse,2012,JoLinguistics,"Assessing the reliability of textbook data in syntax: Adger's ""Core Syntax""",http://www.jstor.org/stable/23351953,acceptability judgment; acceptability rating; grammaticality judgment; grammaticality rating ; intuitive judgment; magnitude estimation; naïve rating; sentence judgment; syntactic judgment; thermometer rating; thermometer ratings,JSTOR (1993-2018)
Hanjung Lee,2016,JoLinguistics,Usage probability and subject—object asymmetries in Korean case ellipsis: Experiments with subject case ellipsis,http://www.jstor.org/stable/44076638,acceptability judgment; acceptability rating; grammaticality judgment; grammaticality rating ; linguistic intuition judgment; linguistic intuition rating; ordinal ratings; sentence judgment; syntactic judgment,JSTOR (1993-2018)
Caroline Heycock; Jutta M. Hartmann,2018,JoLinguistics,A remark on Béjar & Kahnemuyipour 2017: Specificational subjects do have phi-features,https://www.jstor.org/stable/26570812,acceptability judgement; acceptability judgment; acceptability rating; magnitude estimation; sentence judgement; sentence judgment; syntactic judgement; syntactic judgment; thermometer rating; thermometer ratings,JSTOR (1993-2018)
Rui P Chaves; Jeruen E Dery,2019,JoLinguistics,Frequency effects in Subject Islands,https://doi.org/10.1017/S0022226718000294,Likert scale; acceptability judgement; acceptability judgment; grammaticality judgement; grammaticality judgment; grammaticality rating; linguistic intuition judgement; linguistic intuition judgment; linguistic intuition rating; naïve rating; sentence judgement; sentence judgment; syntactic judgement; syntactic judgment,ProQuest (2019-2023)
Benjamin Bruening; Eman Al Khalaf,2019,JoLinguistics,No argument–adjunct asymmetry in reconstruction for Binding Condition C,https://doi.org/10.1017/S0022226718000324,grammaticality judgement; grammaticality judgment; sentence judgement; sentence judgment; syntactic judgement; syntactic judgment,ProQuest (2019-2023)
Aysun Kunduraci,2019,JoLinguistics,The paradigmatic aspect of compounding and derivation,https://doi.org/10.1017/S0022226718000518,acceptability judgement; acceptability judgment; linguistic intuition judgement; linguistic intuition judgment; sentence judgement; sentence judgment; syntactic judgement; syntactic judgment,ProQuest (2019-2023)
Shin Fukuda,2020,JoLinguistics,The syntax of variable behavior verbs: Experimental evidence from the accusative–oblique alternations in Japanese,https://doi.org/10.1017/S0022226719000136,acceptability judgement; acceptability judgment; naturalness judgement; naturalness judgment; sentence judgement; sentence judgment; syntactic judgement; syntactic judgment,ProQuest (2019-2023)
Güli̇z Güneş; Anikó Lipták,2021,JoLinguistics,Nuclear prominence in ellipsis: Evidence from aggressively non-D-linked phrases,https://doi.org/10.1017/S0022226720000134,Likert scale; acceptability judgement; acceptability judgment; acceptability rating; intuitive judgement; intuitive judgment; sentence judgement; sentence judgment; syntactic judgement; syntactic judgment,ProQuest (2019-2023)
Jon Sprouse; Troy Messick; Jonathan David Bobaljik,2022,JoLinguistics,Gender asymmetries in ellipsis: An experimental comparison of markedness and frequency accounts in English,https://doi.org/10.1017/S0022226721000323,Likert scale; acceptability judgement; acceptability judgment; linguistic intuition judgement; linguistic intuition judgment; linguistic intuition rating; sentence judgement; sentence judgment; syntactic judgement; syntactic judgment,ProQuest (2019-2023)
Metin Bagriacik; Lieven Danckaert,2022,JoLinguistics,Raising and matching in Pharasiot Greek relative clauses: A diachronic reconstruction,https://doi.org/10.1017/S0022226721000335,acceptability judgement; acceptability judgment; syntactic judgement; syntactic judgment,ProQuest (2019-2023)
Aili Zhangi; Nayoung Kwon,2022,JoLinguistics,The interpretational preferences of null and overt pronouns in Chinese,https://doi.org/10.1017/S0022226721000402,Likert scale; grammaticality rating; naturalness rating,ProQuest (2019-2023)
Benjamin Bruening,2022,JoLinguistics,"Locative Inversion, PP Topicalization, and Weak Crossover in English",https://doi.org/10.1017/S0022226721000414,acceptability judgement; acceptability judgment; grammaticality judgement; grammaticality judgment; grammaticality rating; naïve rating; sentence judgement; sentence judgment; syntactic judgement; syntactic judgment,ProQuest (2019-2023)
Despina Oikonomou; FelixGolcher; Artemis Alexiadou,2022,JoLinguistics,Clitic left dislocation and inverse scope: Plain indefinites versus numerals,https://doi.org/10.1017/S0022226722000135,acceptability judgement; acceptability judgment; sentence judgement; sentence judgment; syntactic judgement; syntactic judgment,ProQuest (2019-2023)
Joanna Nykiel; Jong-Bok Kim; Rok Sim,2023,JoLinguistics,Case-matching effects under clausal ellipsis and the cue-based theory of sentence processing,https://doi.org/10.1017/S0022226722000068,acceptability judgement; acceptability judgment; linguistic intuition judgement; linguistic intuition judgment; linguistic intuition rating; ordinal ratings; sentence judgement; sentence judgment; syntactic judgement; syntactic judgment,ProQuest (2019-2023)
Martin Salzmann; Marta Wierzba; Doreen Georgi,2023,JoLinguistics,Condition C in German A′-movement: Tackling challenges in experimental research on reconstruction,https://doi.org/10.1017/S0022226722000214,acceptability judgement; acceptability judgment; sentence judgement; sentence judgment; syntactic judgement; syntactic judgment,ProQuest (2019-2023)
Till Poppels; Philip Miller,2023,JoLinguistics,Remnant connectivity in pseudogapping: Experimental evidence for a direct generation approach,https://doi.org/10.1017/S0022226722000354,Likert scale; acceptability judgement; acceptability judgment; grammaticality judgement; grammaticality judgment; grammaticality rating; sentence judgement; sentence judgment; syntactic judgement; syntactic judgment,ProQuest (2019-2023)
Duk-Ho Jung; Grant Goodall,2023,JoLinguistics,Filler–gap dependencies and the remnant–correlate dependency in backward sprouting: Sensitivity to distance and islands,https://doi.org/10.1017/S0022226722000366,Likert scale,ProQuest (2019-2023)
Gabriela Bîlbîie; Israel De La Fuente; Anne Abeillé,2023,JoLinguistics,Factivity and complementizer omission in English embedded gapping,https://doi.org/10.1017/S0022226722000445,Likert scale; acceptability judgement; acceptability judgment; grammaticality judgement; grammaticality judgment; grammaticality rating; intuitive judgement; intuitive judgment; linguistic intuition judgement; linguistic intuition judgment; linguistic intuition rating; naïve rating; sentence judgement; sentence judgment; syntactic judgement; syntactic judgment,ProQuest (2019-2023)
Anne Abeillé; Aoi Shiraishi; Barbara Hemforth,2023,JoLinguistics,Voice mismatch and contrast in French Right-Node Raising,https://doi.org/10.1017/S002222672200055X,acceptability judgement; acceptability judgment; grammaticality judgement; grammaticality judgment; grammaticality rating; intuitive judgement; intuitive judgment; ordinal ratings; sentence judgement; sentence judgment; syntactic judgement; syntactic judgment,ProQuest (2019-2023)
Mitsuaki Shimojo,1997,Linguistics,The role of the general category in the maintenance of numeral-classifier systems: the case of tsu and ko in Japanese,https://doi.org/10.1515/ling.1997.35.4.705,acceptability judgment; acceptability rating; grammaticality judgment; grammaticality rating; naturalness judgment; naturalness rating; sentence judgment; syntactic judgment,Walter De Gruyter (1993-2023)
Ewa Dąbrowska,1997,Linguistics,The LAD goes to school: a cautionary tale for nativists,https://doi.org/10.1515/ling.1997.35.4.735,acceptability judgement; acceptability judgment; acceptability rating; grammaticality judgement; grammaticality judgment; grammaticality rating; linguistic intuition judgement; linguistic intuition judgment; linguistic intuition rating; magnitude estimation; sentence judgement; sentence judgment; syntactic judgement; syntactic judgment,Walter De Gruyter (1993-2023)
Markus Bader; Lyn Frazier,2005,Linguistics,Interpretation of Leftward-Moved Constituents: Processing Topicalizations in German,https://doi.org/10.1515/ling.2005.43.1.49,acceptability judgment; acceptability rating; grammaticality judgment; grammaticality rating; intuitive judgment; linguistic intuition judgment; linguistic intuition rating; naturalness judgment; naturalness rating; naïve rating; sentence judgment; syntactic judgment,Walter De Gruyter (1993-2023)
Daniel Dor,2005,Linguistics,Toward a Semantic Account of that-Deletion in English,https://doi.org/10.1515/ling.2005.43.2.345,acceptability judgment; grammaticality judgment; linguistic intuition judgment; sentence judgment; syntactic judgment,Walter De Gruyter (1993-2023)
Sam Featherston,2005,Linguistics,Universals and grammaticality: wh-constraints in German and English,https://doi.org/10.1515/ling.2005.43.4.667,acceptability judgement; acceptability rating; grammaticality judgement; grammaticality rating; linguistic intuition judgement; linguistic intuition rating; magnitude estimation; naturalness judgement; naturalness rating; sentence judgement; syntactic judgement,Walter De Gruyter (1993-2023)
Shu-Ing Shyu,2010,Linguistics,Focus interpretation of zhi ‘only’ associated arguments in Mandarin triadic constructions,https://doi.org/10.1515/ling.2010.021,acceptability judgment; grammaticality judgment; sentence judgment; syntactic judgment,Walter De Gruyter (1993-2023)
Monique Flecken,2011,Linguistics,What native speaker judgments tell us about the grammaticalization of a progressive aspectual marker in Dutch,https://doi.org/10.1515/ling.2011.015,acceptability judgment; grammaticality judgment; linguistic intuition judgment; sentence judgment; syntactic judgment,Walter De Gruyter (1993-2023)
Anna Siewierska; Maria Papastathi,2011,Linguistics,Towards a typology of third person plural impersonals,https://doi.org/10.1515/ling.2011.018,acceptability judgment; acceptability rating; grammaticality judgment; grammaticality rating; magnitude estimation; naturalness judgment; naturalness rating; sentence judgment; syntactic judgment,Walter De Gruyter (1993-2023)
Gisbert Fanselow; Matthias Schlesewsky; Ralf Vogel; Thomas Weskott,2011,Linguistics,Animacy effects on crossing wh-movement in German,https://doi.org/10.1515/ling.2011.021,acceptability judgment; acceptability rating; grammaticality judgment; grammaticality rating; magnitude estimation; naïve rating; sentence judgment; syntactic judgment,Walter De Gruyter (1993-2023)
Hans C. Boas,2011,Linguistics,Coercion and leaking argument structures in Construction Grammar,https://doi.org/10.1515/ling.2011.036,acceptability judgment; acceptability rating; grammaticality judgment; grammaticality rating; meta-linguistic judgment; meta-linguistic rating; sentence judgment; syntactic judgment,Walter De Gruyter (1993-2023)
Francisco Gonzálvez-García,2011,Linguistics,Metaphor and metonymy do not render coercion superfluous: Evidence from the subjective-transitive construction,https://doi.org/10.1515/ling.2011.037,acceptability judgement; acceptability rating; grammaticality judgement; grammaticality rating; sentence judgement; syntactic judgement,Walter De Gruyter (1993-2023)
Enkeleida Kapia,2012,Linguistics,Clitic doubling and information structure in Albanian,https://doi.org/10.1515/ling-2012-0028,grammaticality judgment; sentence judgment; syntactic judgment,Walter De Gruyter (1993-2023)
Aria Adli,2013,Linguistics,Syntactic variation in French Wh-questions: A quantitative study from the angle of Bourdieu's sociocultural theory,https://doi.org/10.1515/ling-2013-0018,acceptability judgement; acceptability judgment; acceptability rating; grammaticality judgement; grammaticality judgment; grammaticality rating; intuitive judgement; intuitive judgment; linguistic intuition judgement; linguistic intuition judgment; linguistic intuition rating; magnitude estimation; naïve rating; sentence judgement; sentence judgment; syntactic judgement; syntactic judgment,Walter De Gruyter (1993-2023)
Shigeto Kawahara,2013,Linguistics,Testing Japanese loanword devoicing: Addressing task effects,https://doi.org/10.1515/ling-2013-0050,acceptability judgment; acceptability rating; grammaticality judgment; grammaticality rating; linguistic intuition judgment; linguistic intuition rating; naturalness judgment; naturalness rating; naïve rating; syntactic judgment,Walter De Gruyter (1993-2023)
John Hitz; Elaine J. Francis,2016,Linguistics,"On the usefulness of formal judgment tasks in syntax and in second-language research: The case of resumptive pronouns in English, Turkish, and Mandarin Chinese",https://doi.org/10.1515/ling-2016-0033,acceptability judgment; acceptability rating; grammaticality judgment; grammaticality rating; linguistic intuition judgment; linguistic intuition rating; sentence judgment; syntactic judgment,Walter De Gruyter (1993-2023)
Benjamin Munson; Kayleigh Ryherd; Sara Kemper,2017,Linguistics,Implicit and explicit gender priming in English lingual sibilant fricative perception,https://doi.org/10.1515/ling-2017-0021,Likert scale; acceptability judgment; acceptability rating; grammaticality judgment; grammaticality rating; naïve rating; ordinal rating(s); sentence judgment; syntactic judgment,Walter De Gruyter (1993-2023)
Anna Czypionka; Katharina Spalek; Isabell Wartenburger; Manfred Krifka,2017,Linguistics,On the interplay of object animacy and verb type during sentence comprehension in German: ERP evidence from the processing of transitive dative and accusative constructions,https://doi.org/10.1515/ling-2017-0031,acceptability judgment; acceptability rating; grammaticality judgment; grammaticality rating; linguistic intuition judgment; linguistic intuition rating; sentence judgment; syntactic judgment,Walter De Gruyter (1993-2023)
Alexander Letuchiy,2017,Linguistics,On tense and irrealis marking in triclausal constructions (and what distinguishes them from biclausal constructions),https://doi.org/10.1515/ling-2017-0034,acceptability judgment; grammaticality judgment; linguistic intuition judgment; sentence judgment; syntactic judgment,Walter De Gruyter (1993-2023)
Arthur Stepanov; Manca Mušič; Penka Stateva,2018,Linguistics,Two (non-) islands in Slovenian: A study in Experimental Syntax,https://doi.org/10.1515/ling-2018-0002,acceptability judgment; acceptability rating; grammaticality judgment; grammaticality rating; linguistic intuition judgment; linguistic intuition rating; magnitude estimation; naïve rating; sentence judgment; syntactic judgment,Walter De Gruyter (1993-2023)
Véronique Verhagen; Maria Mos; Joost Schilperoord; Ad Backus,2019,Linguistics,"Variation is information: Analyses of variation across items, participants, time, and methods in metalinguistic judgment data",https://doi.org/10.1515/ling-2018-0036,Likert scale; acceptability judgement; acceptability judgment; acceptability rating; grammaticality judgement; grammaticality judgment; grammaticality rating; magnitude estimation; meta-linguistic judgement; meta-linguistic judgment; meta-linguistic rating; ordinal rating(s); sentence judgement; sentence judgment; syntactic judgement; syntactic judgment,Walter De Gruyter (1993-2023)
Ermenegildo Bidese; Andrea Padovan; Claudia Turolla,2019,Linguistics,Adjective orders in Cimbrian DPs,https://doi.org/10.1515/ling-2019-0004,grammaticality judgment; sentence judgment; syntactic judgment,Walter De Gruyter (1993-2023)
Tuomas Huumo,2019,Linguistics,Why Monday is not in front of Tuesday: On the uses of English and Finnish front adpositions in sequence metaphors of time,https://doi.org/10.1515/ling-2019-0010,Likert scale; acceptability rating; grammaticality rating; linguistic intuition rating,Walter De Gruyter (1993-2023)
Jim Wood,2019,Linguistics,Quantifying geographical variation in acceptability judgments in regional American English dialect syntax,https://doi.org/10.1515/ling-2019-0031,Likert scale; acceptability judgment; acceptability rating; grammaticality judgment; grammaticality rating; sentence judgment; syntactic judgment,Walter De Gruyter (1993-2023)
Petra Sleeman; Tabea Ihsane,2020,Linguistics,"Convergence and divergence in the expression of partitivity in French, Dutch, and German",https://doi.org/10.1515/ling-2020-0090,acceptability judgment; grammaticality judgment; linguistic intuition judgment; sentence judgment; syntactic judgment,Walter De Gruyter (1993-2023)
Beatrice Primus; Franziska Kretzschmar; Klaus Von Heusinger; Nikolaus P. Himmelmann,2020,Linguistics,Relating agent prominence to discourse prominence: DO-clefts in German,https://doi.org/10.1515/ling-2020-0276,acceptability judgment; acceptability rating; intuitive judgment; naïve rating; ordinal rating(s); sentence judgment; syntactic judgment,Walter De Gruyter (1993-2023)
Claudia Pañeda; Dave Kush,2021,Linguistics,Spanish embedded question island effects revisited: an experimental study,https://doi.org/10.1515/ling-2020-0110,Likert scale; acceptability judgment; acceptability rating; grammaticality judgment; grammaticality rating; sentence judgment; syntactic judgment,Walter De Gruyter (1993-2023)
Joanna Nykiel; Jong-Bok Kim,2021,Linguistics,On the grammaticality of morphosyntactically reduced remnants in Polish sluicing,https://doi.org/10.1515/ling-2021-0071,acceptability judgment; acceptability rating; grammaticality judgment; grammaticality rating; sentence judgment; syntactic judgment,Walter De Gruyter (1993-2023)
Gert-Jan Schoenmakers,2021,Linguistics,"Linguistic judgments in 3D: the aesthetic quality, linguistic acceptability, and surface probability of stigmatized and non-stigmatized variation",https://doi.org/10.1515/ling-2021-0179,acceptability judgment; acceptability rating; grammaticality judgment; grammaticality rating; intuitive judgment; linguistic intuition judgment; linguistic intuition rating; naturalness judgment; naturalness rating; naïve rating; sentence judgment; syntactic judgment,Walter De Gruyter (1993-2023)
Elisa Mattiello; Wolfgang U. Dressler,2022,Linguistics,Dualism and superposition in the analysis of English synthetic compounds ending in -er,https://doi.org/10.1515/ling-2021-0235,acceptability rating,Walter De Gruyter (1993-2023)
Raffaella Zanuttini; Jim Wood; Jason Zentz; Laurence Horn,2018,Linguistics Vanguard,The Yale Grammatical Diversity Project: Morphosyntactic variation in North American English,https://doi.org/10.1515/lingvan-2016-0070,Likert scale; acceptability judgment; acceptability rating; grammaticality judgment; grammaticality rating; sentence judgment; syntactic judgment,Walter De Gruyter (20/06/2015-2023)
Dunia Catalina Mendez Vallejo,2019,Linguistics Vanguard,TP-internal focus and dialectal variation: the case of the Focalizing Ser,https://doi.org/10.1515/lingvan-2018-0001,Likert scale; acceptability judgment; acceptability rating; grammaticality judgment; grammaticality rating; sentence judgment; syntactic judgment,Walter De Gruyter (20/06/2015-2023)
Franziska Kretzschmar; Ingmar Brilmayer,2020,Linguistics Vanguard,Zooming in on agentivity: Experimental studies of DO-clefts in German,https://doi.org/10.1515/lingvan-2019-0069,Likert scale; acceptability judgement; acceptability rating; linguistic intuition judgement; linguistic intuition rating; naturalness judgement; naturalness rating; ordinal ratings; sentence judgement; syntactic judgement,Walter De Gruyter (20/06/2015-2023)
Nicole Holliday; Marie Tano,2021,Linguistics Vanguard,“It’s a Whole Vibe”: testing evaluations of grammatical and ungrammatical AAE on Twitter,https://doi.org/10.1515/lingvan-2020-0095,Likert scale; acceptability judgement; acceptability judgment; acceptability rating; grammaticality judgement; grammaticality judgment; grammaticality rating; naïve rating,Walter De Gruyter (20/06/2015-2023)
Boban Arsenijevic; Martina Gracanin-Yuksek,2016,Glossa,Agreement and the structure of relative clauses,https://doi.org/10.5334/gjgl.12,Likert scale; grammaticality judg(e)ment; sentence judg(e)ment; syntactic judg(e)ment,ProQuest (2016-2023)
Andrea Beltrama; Ming Xiang,2016,Glossa,Unacceptable but comprehensible: the facilitation effect of resumptive pronouns,https://doi.org/10.5334/gjgl.24,Likert scale; acceptability judg(e)ment; acceptability rating; grammaticality judg(e)ment; grammaticality rating; linguistic intuition judg(e)ment; linguistic intuition rating; magnitude estimation; naturalness judg(e)ment; naturalness rating; sentence judg(e)ment; syntactic judg(e)ment,ProQuest (2016-2023)
Katya Pertsova,2016,Glossa,Transderivational relations and paradigm gaps in Russian verbs,https://doi.org/10.5334/gjgl.59,Likert scale; acceptability judg(e)ment; acceptability rating; grammaticality judg(e)ment; grammaticality rating; linguistic intuition judg(e)ment; linguistic intuition rating; sentence judg(e)ment,ProQuest (2016-2023)
Klaus Von Heusinger; Jaklin Kornfilt,2017,Glossa,Partitivity and case marking in Turkish and related languages,https://doi.org/10.5334/gjgl.112,acceptability judg(e)ment; linguistic intuition judg(e)ment; sentence judg(e)ment; syntactic judg(e)ment,ProQuest (2016-2023)
Sasha Calhoun,2017,Glossa,"Exclusives, equatives and prosodic phrases in Samoan",https://doi.org/10.5334/gjgl.196,acceptability judg(e)ment; acceptability rating; grammaticality judg(e)ment; grammaticality rating; linguistic intuition judg(e)ment; linguistic intuition rating; magnitude estimation; naturalness judg(e)ment; naturalness rating; naïve rating; oridnal rating(s); sentence judg(e)ment; syntactic judg(e)ment,ProQuest (2016-2023)
Molly Diesing; Draga Zec,2017,Glossa,Getting in the first word: Prosody and predicate initial sentences in Serbian,https://doi.org/10.5334/gjgl.204,acceptability judg(e)ment; sentence judg(e)ment; syntactic judg(e)ment,ProQuest (2016-2023)
Gregory Scontras; Maria Polinsky; Zuzanna Fuchs,2018,Glossa,In support of representational economy: Agreement in heritage Spanish,https://doi.org/10.5334/gjgl.164,acceptability judg(e)ment; acceptability rating; grammaticality judg(e)ment; grammaticality rating; sentence judg(e)ment; syntactic judg(e)ment,ProQuest (2016-2023)
Emilia Ellsiepen; Markus Bader,2018,Glossa,Constraints on Argument Linearization in German,https://doi.org/10.5334/gjgl.258,Likert scale; acceptability judg(e)ment; acceptability rating; grammaticality judg(e)ment; grammaticality rating; linguistic intuition judg(e)ment; linguistic intuition rating; magnitude estimation; oridnal rating(s); sentence judg(e)ment; syntactic judg(e)ment,ProQuest (2016-2023)
Hitomi Hirayama,2018,Glossa,Revisiting a null pronominal account for parasitic gaps in Japanese,https://doi.org/10.5334/gjgl.522,acceptability judg(e)ment; acceptability rating; grammaticality judg(e)ment; grammaticality rating; linguistic intuition judg(e)ment; linguistic intuition rating; sentence judg(e)ment; syntactic judg(e)ment,ProQuest (2016-2023)
Dan Parker,2018,Glossa,A memory-based explanation of antecedent-ellipsis mismatches: New insights from computational modeling,https://doi.org/10.5334/gjgl.621,Likert scale; acceptability judg(e)ment; acceptability rating; grammaticality judg(e)ment; grammaticality rating; magnitude estimation; sentence judg(e)ment; syntactic judg(e)ment,ProQuest (2016-2023)
